Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000332,Male,Yes,3+,Not Graduate,No,4228,1039,9,360,1.0,Urban,Y
LP000333,Male,Yes,0,Graduate,No,4016,2843,9,360,,Rural,Y
LP000334,Male,No,0,Not Graduate,No,5663,0,9,180,1.0,Rural,Y
LP000335,Male,No,2,Graduate,No,1451,0,9,360,0.0,Urban,Y
LP000336,Male,Yes,0,Graduate,No,742,3041,9,360,0.0,Urban,Y
LP000337,Female,Yes,2,Graduate,No,4988,793,9,360,,Semiurban,Y
LP000338,Male,No,0,Graduate,No,1813,0,9,120,,Urban,N
LP000339,Male,Yes,1,Graduate,No,887,1289,9,300,1.0,Semiurban,N
LP000340,Male,No,0,Graduate,No,3252,0,9,180,1.0,Rural,Y
LP000341,Male,Yes,1,Graduate,Yes,4797,631,9,360,1.0,Semiurban,Y
LP000342,Male,Yes,0,Graduate,No,2770,855,9,360,1.0,Rural,Y
LP000343,Male,Yes,1,Graduate,,2264,262,9,60,1.0,Semiurban,Y
LP000344,Male,Yes,0,Not Graduate,No,2709,1391,9,480,1.0,Urban,Y
LP000345,Male,Yes,1,Not Graduate,No,2386,1097,9,360,0.0,Semiurban,Y
LP000346,Male,No,2,Graduate,No,1327,0,9,300,1.0,Urban,Y
LP000347,Male,Yes,0,Not Graduate,No,1941,1850,9,360,1.0,Semiurban,Y
LP000348,Male,Yes,0,Graduate,No,4075,2374,9,360,1.0,Urban,Y
LP000349,Male,Yes,0,Graduate,No,3615,1606,9,360,1.0,Urban,Y
LP000350,Male,Yes,1,Not Graduate,No,3297,1033,9,360,1.0,Rural,Y
LP000351,Male,Yes,1,Graduate,No,1640,2149,,120,0.0,Urban,Y
LP000352,Female,Yes,0,Graduate,No,2673,2308,9,360,1.0,Rural,Y
LP000353,Male,No,0,Graduate,No,807,0,9,360,0.0,Rural,N
LP000354,Male,Yes,0,Graduate,No,3317,692,9,240,1.0,Rural,Y
LP000355,Male,Yes,1,Graduate,No,7025,1671,9,240,0.0,Semiurban,Y
LP000356,Male,Yes,0,Not Graduate,No,1230,3485,9,360,1.0,Semiurban,Y
LP000357,Male,No,3+,Graduate,No,2097,0,9,360,1.0,Rural,Y
LP000358,Male,No,0,Graduate,No,3631,0,,360,1.0,Urban,Y
LP000359,Female,No,,Not Graduate,No,6321,0,9,360,,Semiurban,Y
LP000360,Male,Yes,0,Graduate,No,2278,1374,9,480,1.0,Semiurban,Y
LP000361,Male,Yes,0,Graduate,No,1967,782,9,240,1.0,Semiurban,Y
LP000362,Male,Yes,1,Graduate,Yes,914,1601,9,360,,Semiurban,N
LP000363,Male,Yes,1,Graduate,Yes,3171,332,9,360,0.0,Urban,N
LP000364,Male,Yes,3+,Not Graduate,No,10150,865,9,360,1.0,Semiurban,Y
LP000365,Female,Yes,0,Graduate,No,3520,559,9,240,0.0,Rural,Y
LP000366,Male,Yes,0,Not Graduate,No,2941,1492,9,360,1.0,Urban,Y
LP000367,Female,Yes,1,Graduate,No,3616,2967,9,360,1.0,Rural,Y
LP000368,Female,No,1,Not Graduate,No,2961,0,9,360,1.0,Semiurban,Y
LP000369,Male,Yes,0,Graduate,No,1830,200,,360,,Rural,Y
LP000370,Male,Yes,0,Not Graduate,No,4885,6861,9,360,,Semiurban,Y
LP000371,Male,No,0,Graduate,No,3413,0,9,360,1.0,Rural,Y
LP000372,Male,Yes,,Not Graduate,Yes,3012,719,9,120,1.0,Urban,N
LP000373,Male,No,0,Graduate,No,1660,0,9,240,1.0,Rural,Y
LP000374,Male,Yes,0,Graduate,Yes,6516,1542,9,180,,Urban,Y
LP000375,Male,Yes,0,Not Graduate,No,4441,785,9,360,,Rural,Y
LP000376,Male,No,0,Graduate,No,2139,0,9,360,1.0,Rural,Y
LP000377,Female,No,0,Not Graduate,Yes,5437,0,9,360,0.0,Urban,N
LP000378,Male,No,0,Graduate,No,2211,0,9,360,0.0,Urban,Y
LP000379,Female,Yes,0,Graduate,No,1864,773,9,240,1.0,Rural,N
LP000380,Male,Yes,2,Graduate,No,1889,425,9,360,1.0,Urban,Y
LP000381,Male,Yes,0,Graduate,No,1030,1505,9,360,1.0,Rural,Y
LP000382,Male,Yes,0,Graduate,Yes,3955,2139,9,240,1.0,Urban,Y
LP000383,Male,No,2,Graduate,No,993,0,9,480,1.0,Urban,Y
LP000384,,Yes,1,Graduate,No,1426,2581,,360,1.0,Rural,Y
LP000385,Male,No,0,Graduate,No,858,0,9,360,,Semiurban,N
LP000386,Female,Yes,0,Graduate,No,2830,874,9,360,1.0,Rural,Y
LP000387,Male,Yes,0,Graduate,No,2723,2622,9,360,1.0,Urban,Y
LP000388,Male,Yes,1,Graduate,No,2450,452,9,360,1.0,Semiurban,Y
LP000389,Male,No,3+,Graduate,No,1594,0,9,360,1.0,Semiurban,Y
LP000390,Female,No,1,Graduate,No,1475,0,9,480,1.0,Semiurban,Y
LP000391,Female,No,0,Not Graduate,No,3938,0,9,360,1.0,Semiurban,Y
LP000392,Male,No,1,Not Graduate,No,2142,0,9,360,1.0,Semiurban,Y
LP000393,Male,No,0,Graduate,No,3604,0,,360,1.0,Semiurban,Y
LP000394,Male,No,0,Graduate,No,1752,0,9,360,1.0,Urban,Y
LP000395,Male,Yes,0,Not Graduate,No,3323,662,9,300,1.0,Rural,N
LP000396,Female,Yes,3+,Graduate,No,6515,1770,9,360,0.0,Urban,Y
LP000397,Female,Yes,0,Graduate,No,4237,1211,9,360,1.0,Semiurban,Y
LP000398,Male,No,1,Graduate,No,2327,0,9,360,1.0,Urban,Y
LP000399,Male,No,0,Not Graduate,Yes,3478,0,9,180,0.0,Semiurban,N
LP000400,Male,Yes,0,Graduate,No,2580,984,9,360,1.0,Semiurban,N
LP000401,Male,No,0,Graduate,No,2995,0,9,180,1.0,Urban,Y
LP000402,Female,No,0,Not Graduate,Yes,2451,0,9,360,0.0,Urban,Y
LP000403,Male,Yes,2,Not Graduate,Yes,2701,784,9,360,1.0,Urban,Y
LP000404,Female,Yes,0,Graduate,No,3385,1275,9,360,1.0,Semiurban,Y
LP000405,Male,No,1,Graduate,No,1642,0,9,120,0.0,Rural,N
LP000406,Female,Yes,2,Not Graduate,No,1620,181,9,120,0.0,Urban,N
LP000407,Male,No,3+,Graduate,No,1295,0,9,360,,Semiurban,N
LP000408,Male,Yes,0,Graduate,No,1141,2180,9,360,1.0,Urban,N
LP000409,Female,No,0,Graduate,No,1436,0,9,360,1.0,Semiurban,Y
LP000410,Male,No,0,Not Graduate,No,3280,0,9,360,1.0,Rural,Y
LP000411,Male,No,3+,Graduate,No,1744,0,9,360,1.0,Urban,Y
LP000412,Female,Yes,3+,Not Graduate,No,4056,227,9,240,1.0,Semiurban,Y
LP000413,Female,No,0,Not Graduate,No,3043,0,9,120,1.0,Urban,Y
LP000414,Male,No,2,Graduate,No,914,0,9,360,,Urban,Y
LP000415,Male,Yes,0,Graduate,No,4415,3656,9,360,1.0,Urban,Y
LP000416,Male,No,1,Graduate,No,4848,0,9,240,1.0,Urban,Y
LP000417,Male,Yes,0,Graduate,No,1642,651,9,300,1.0,Semiurban,Y
LP000418,Male,,2,Graduate,No,3835,541,9,360,1.0,Semiurban,Y
LP000419,Male,Yes,0,Graduate,No,1783,1772,9,360,1.0,Semiurban,Y
LP000420,Male,Yes,2,Graduate,No,3160,681,9,360,1.0,Urban,Y
LP000421,Male,Yes,2,Not Graduate,No,1395,1453,9,360,1.0,Urban,Y
LP000422,Male,No,1,Graduate,No,1016,0,9,360,1.0,Semiurban,N
LP000423,Male,Yes,0,Graduate,No,2369,322,9,360,,Rural,Y
LP000424,Male,No,0,Graduate,No,2767,0,9,360,,Urban,Y
LP000425,Male,Yes,0,Graduate,No,2348,1605,9,360,1.0,Rural,Y
LP000426,Male,Yes,0,Graduate,No,1464,854,9,360,1.0,Semiurban,Y
LP000427,Male,Yes,0,Graduate,No,2345,860,9,360,,Semiurban,N
LP000428,Female,No,3+,Graduate,Yes,3503,0,9,300,,Semiurban,N
LP000429,Male,Yes,0,Graduate,Yes,2901,3424,9,300,1.0,Urban,Y
LP000430,Male,Yes,0,Graduate,No,3325,1077,9,360,0.0,Urban,Y
LP000431,Male,No,0,Graduate,No,1994,0,9,360,1.0,Semiurban,Y
LP000432,Male,Yes,0,Graduate,No,6021,1998,9,60,0.0,Urban,Y
LP000433,Male,Yes,1,Not Graduate,No,1471,452,9,360,,Rural,Y
LP000434,Male,Yes,0,Graduate,No,3993,1601,9,360,1.0,Semiurban,Y
LP000435,Male,No,3+,Graduate,No,6057,0,9,360,,Urban,Y
LP000436,Male,Yes,0,Graduate,No,3978,2308,9,360,1.0,Semiurban,Y
LP000437,Male,No,3+,Graduate,No,2639,0,9,360,,Urban,N
LP000438,Female,Yes,2,Graduate,No,2171,728,9,240,1.0,Semiurban,Y
LP000439,Male,No,,Graduate,No,5550,0,9,360,0.0,Semiurban,Y
LP000440,Male,No,3+,Graduate,No,1269,0,9,360,1.0,Rural,Y
LP000441,Male,No,0,Graduate,No,1665,0,9,120,1.0,Rural,Y
LP000442,Female,Yes,2,Graduate,No,2348,4435,9,360,1.0,Semiurban,Y
LP000443,Male,No,0,Graduate,No,6264,0,9,360,,Semiurban,Y
LP000444,Male,Yes,2,Graduate,Yes,3743,899,9,360,0.0,Rural,Y
LP000445,Female,Yes,2,Not Graduate,,1667,3360,9,360,,Urban,N
LP000446,Female,Yes,2,Graduate,No,2474,1698,9,360,,Urban,N
LP000447,Female,No,2,Graduate,Yes,2061,0,9,360,1.0,Urban,Y
LP000448,Male,No,0,Graduate,No,1947,0,9,360,1.0,Urban,Y
LP000449,Male,No,0,Graduate,No,5363,0,9,360,1.0,Semiurban,Y
LP000450,Male,Yes,0,Graduate,Yes,1308,461,9,360,1.0,Semiurban,N
LP000451,Male,Yes,0,Graduate,No,7826,387,9,360,1.0,Semiurban,Y
LP000452,Male,No,1,Graduate,No,4899,0,9,360,1.0,Urban,Y
LP000453,Male,Yes,0,Graduate,No,5735,3466,9,360,1.0,Semiurban,Y
LP000454,Female,Yes,3+,Graduate,No,2258,5881,9,360,1.0,Urban,Y
LP000455,Male,Yes,1,Graduate,No,2724,2629,9,120,1.0,Semiurban,Y
LP000456,Male,Yes,2,Graduate,Yes,1261,3395,9,360,1.0,Semiurban,Y
LP000457,Male,Yes,0,Graduate,No,2175,842,9,360,,Urban,Y
LP000458,Male,Yes,2,Graduate,No,4008,531,9,180,0.0,Urban,Y
LP000459,Male,Yes,3+,Not Graduate,No,6487,2644,9,360,,Urban,Y
LP000460,Male,Yes,0,Graduate,,1534,1870,9,360,1.0,Rural,Y
LP000461,Male,No,1,Graduate,,2393,0,9,300,1.0,Rural,Y
LP000462,Male,Yes,2,Graduate,No,2722,1826,9,300,0.0,Semiurban,Y
LP000463,Male,Yes,0,Not Graduate,No,1290,1734,9,360,1.0,Urban,Y
LP000464,Male,No,0,Graduate,,4250,0,9,360,1.0,Semiurban,Y
LP000465,Female,Yes,0,Graduate,No,1930,3774,9,360,1.0,Semiurban,Y
LP000466,Male,No,0,Graduate,No,2651,0,,180,1.0,Rural,Y
LP000467,Male,No,0,Graduate,No,2272,0,,360,1.0,Urban,Y
LP000468,Female,Yes,0,Graduate,No,1856,2020,9,360,1.0,Urban,Y
LP000469,Male,Yes,0,Graduate,No,2968,926,9,240,1.0,Semiurban,Y
LP000470,Female,No,0,Not Graduate,No,2619,0,9,360,1.0,Urban,Y
LP000471,Male,No,3+,Graduate,No,2384,0,9,180,1.0,Urban,Y
LP000472,Female,Yes,0,Graduate,No,1925,3112,,360,0.0,Urban,N
LP000473,Male,,3+,Not Graduate,No,3610,515,9,360,1.0,Semiurban,Y
LP000474,Female,Yes,0,Graduate,No,8039,1683,,360,1.0,Rural,Y
LP000475,Male,No,0,Graduate,No,3241,0,9,300,,Rural,N
LP000476,Female,Yes,0,Graduate,No,5419,2085,9,360,1.0,Semiurban,Y
LP000477,Male,No,0,Graduate,Yes,1294,0,9,360,1.0,Semiurban,Y
LP000478,Male,Yes,0,Graduate,No,3276,373,9,360,1.0,Urban,Y
LP000479,Female,Yes,1,Not Graduate,No,1543,1875,9,180,1.0,Semiurban,Y
LP000480,Male,Yes,0,Graduate,No,1228,843,9,480,1.0,Semiurban,Y
LP000481,,Yes,1,Graduate,No,1912,2710,,360,0.0,Semiurban,N
LP000482,Male,Yes,1,Graduate,No,6094,1340,9,360,1.0,Semiurban,Y
LP000483,Male,Yes,0,Not Graduate,No,5271,1837,9,480,1.0,Urban,Y
LP000484,Male,Yes,0,Not Graduate,Yes,3448,622,9,360,1.0,Urban,Y
LP000485,Male,No,2,Not Graduate,No,1188,0,9,360,1.0,Urban,Y
LP000486,Female,Yes,0,Graduate,No,2649,928,9,360,1.0,Urban,Y
LP000487,Male,Yes,0,Graduate,No,3572,2658,9,300,1.0,Urban,Y
LP000488,Male,No,3+,Graduate,No,3312,0,9,360,1.0,Rural,Y
LP000489,,No,0,Graduate,No,986,0,9,360,1.0,Semiurban,Y
LP000490,Female,No,1,Graduate,Yes,1747,0,9,360,1.0,Semiurban,Y
LP000491,Male,No,3+,Graduate,No,2868,0,9,360,1.0,Rural,N
LP000492,Male,Yes,0,Graduate,No,4112,515,9,360,0.0,Rural,Y
LP000493,Male,Yes,0,Graduate,No,798,622,9,360,1.0,Semiurban,Y
LP000494,Male,No,0,Graduate,No,2704,0,9,360,1.0,Rural,Y
LP000495,Male,No,0,Graduate,No,3248,0,9,360,1.0,Urban,Y
LP000496,Male,Yes,0,Graduate,No,4963,1863,9,360,0.0,Urban,Y
LP000497,Male,No,1,Graduate,No,4517,0,9,180,1.0,Semiurban,Y
LP000498,Male,Yes,0,Graduate,No,4228,1814,,300,1.0,Semiurban,Y
LP000499,Female,Yes,0,Graduate,No,1844,2327,9,180,0.0,Semiurban,Y
LP000500,Female,Yes,3+,Graduate,No,948,1656,9,360,,Urban,N
LP000501,Male,Yes,2,Graduate,No,2354,2266,9,360,1.0,Urban,Y
LP000502,Male,Yes,1,Graduate,No,5436,1266,9,360,1.0,Semiurban,Y
LP000503,Male,Yes,0,Not Graduate,,6877,518,9,,0.0,Urban,Y
LP000504,,No,1,Graduate,No,4565,0,9,300,,Semiurban,Y
LP000505,Male,Yes,0,Graduate,No,3856,836,9,300,,Semiurban,N
LP000506,Male,Yes,0,Graduate,No,3743,633,9,360,1.0,Semiurban,Y
LP000507,Female,No,0,Graduate,No,2135,0,9,360,1.0,Rural,Y
LP000508,Female,No,2,Graduate,No,2757,0,9,360,1.0,Rural,Y
LP000509,Female,No,0,Graduate,No,8114,0,9,360,0.0,Semiurban,N
LP000510,Male,No,0,Not Graduate,No,1693,0,9,360,1.0,Semiurban,Y
LP000511,Male,No,0,Graduate,No,7854,0,9,,1.0,Semiurban,Y
LP000512,Male,Yes,0,Not Graduate,No,2457,653,9,360,0.0,Urban,N
LP000513,Female,Yes,2,Graduate,No,6602,906,9,360,1.0,Urban,Y
LP000514,Female,Yes,1,Graduate,No,1281,3163,9,360,,Urban,Y
LP000515,Male,Yes,2,Not Graduate,No,4236,1992,9,120,1.0,Semiurban,Y
LP000516,Male,Yes,0,Graduate,No,1915,7044,9,360,1.0,Semiurban,Y
LP000517,Male,No,0,Graduate,No,1275,0,9,360,1.0,Rural,Y
LP000518,Female,Yes,0,Graduate,No,3398,3345,9,240,0.0,Urban,Y
LP000519,Female,Yes,0,Graduate,No,5462,441,9,360,1.0,Urban,Y
LP000520,Male,Yes,0,Graduate,Yes,1795,2467,9,360,1.0,Rural,Y
LP000521,Male,No,2,Graduate,No,1212,0,9,360,,Urban,N
LP000522,Male,Yes,0,Graduate,Yes,2821,861,9,360,1.0,Semiurban,Y
LP000523,Female,No,,Graduate,No,2828,0,9,300,1.0,Semiurban,Y
LP000524,Female,Yes,0,Graduate,No,4142,2853,9,180,1.0,Semiurban,Y
LP000525,Female,Yes,0,Graduate,No,5269,1999,9,360,1.0,Urban,Y
LP000526,Male,Yes,0,Graduate,,2876,663,9,360,1.0,Urban,Y
LP000527,Male,No,3+,Graduate,No,9075,0,9,360,1.0,Urban,Y
LP000528,Male,Yes,2,Graduate,No,3410,804,9,360,1.0,Semiurban,Y
LP000529,Male,No,3+,Graduate,No,2421,0,9,360,1.0,Semiurban,N
LP000530,Female,Yes,0,Not Graduate,No,1133,1050,9,360,1.0,Urban,Y
LP000531,Female,Yes,0,Graduate,Yes,2546,1124,9,360,1.0,Semiurban,Y
LP000532,Female,No,0,Graduate,No,2436,0,9,300,1.0,Rural,Y
LP000533,Female,No,0,Graduate,No,5303,0,9,360,1.0,Urban,Y
LP000534,Male,No,2,Graduate,No,3934,0,9,360,1.0,Semiurban,Y
LP000535,Male,No,0,Graduate,No,1469,0,9,360,1.0,Semiurban,Y
LP000536,Female,No,0,Not Graduate,No,3305,0,9,300,1.0,Urban,N
LP000537,Female,No,0,Graduate,No,4460,0,9,360,0.0,Urban,N
LP000538,Male,No,0,Not Graduate,No,7456,0,9,360,1.0,Semiurban,Y
LP000539,Male,No,1,Not Graduate,Yes,5077,0,9,360,,Rural,N
LP000540,Male,No,0,Not Graduate,No,4705,0,9,180,,Rural,Y
LP000541,Female,Yes,0,Not Graduate,No,3090,1860,9,360,1.0,Semiurban,Y
LP000542,Male,No,0,Graduate,No,3763,0,9,300,1.0,Semiurban,Y
LP000543,Male,Yes,,Graduate,No,6308,4082,9,480,1.0,Urban,Y
LP000544,Male,No,2,Graduate,No,1339,0,9,180,0.0,Semiurban,N
LP000545,Male,No,2,Graduate,No,2417,0,9,360,1.0,Semiurban,Y
LP000546,Male,Yes,3+,Graduate,No,1875,618,9,360,1.0,Urban,Y
LP000547,Male,No,2,Graduate,No,3742,0,9,360,1.0,Semiurban,Y
LP000548,Male,Yes,0,Graduate,No,6236,1053,9,36,0.0,Semiurban,Y
LP000549,Male,Yes,1,Graduate,No,2083,599,9,360,0.0,Urban,Y
LP000550,Male,No,0,Graduate,No,710,0,9,360,1.0,Rural,Y
LP000551,Male,Yes,0,Graduate,,2327,871,9,360,1.0,Urban,Y
LP000552,Female,No,,Graduate,Yes,5156,0,9,360,1.0,Urban,Y
LP000553,Male,No,0,Not Graduate,No,4115,0,9,360,1.0,Urban,Y
LP000554,Male,Yes,3+,Graduate,Yes,3854,5298,9,360,,Rural,Y
LP000555,Female,Yes,0,Graduate,No,2519,653,9,,1.0,Semiurban,Y
LP000556,Male,Yes,1,Graduate,No,1383,1596,9,300,1.0,Urban,Y
LP000557,Male,Yes,1,Graduate,No,4060,2523,9,360,1.0,Semiurban,Y
LP000558,Male,No,2,Graduate,No,1807,0,9,360,,Semiurban,Y
LP000559,Male,Yes,1,Graduate,No,11053,2649,9,360,0.0,Rural,Y
LP000560,Male,Yes,1,Graduate,No,4197,501,9,360,1.0,Semiurban,Y
LP000561,Male,Yes,0,Graduate,No,2104,4279,9,180,0.0,Semiurban,N
LP000562,Male,Yes,0,Graduate,No,2065,1354,9,360,1.0,Rural,Y
LP000563,Male,No,0,Graduate,Yes,2819,0,9,360,1.0,Urban,Y
LP000564,Male,Yes,1,Graduate,No,2581,1054,9,360,1.0,Urban,Y
LP000565,Male,No,0,Graduate,No,5826,0,9,120,1.0,Semiurban,Y
LP000566,Male,Yes,1,Graduate,No,3333,839,9,360,1.0,Rural,Y
LP000567,Male,No,0,Not Graduate,No,1921,0,9,180,,Semiurban,Y
LP000568,Male,Yes,0,Graduate,No,9267,1121,9,360,1.0,Urban,Y
LP000569,Female,Yes,1,Graduate,Yes,3070,522,9,360,1.0,Urban,N
LP000570,Male,No,0,Graduate,No,4728,0,9,360,1.0,Semiurban,Y
LP000571,Male,Yes,0,Graduate,No,2069,851,,240,1.0,Urban,Y
LP000572,Male,No,0,Graduate,No,3706,0,9,360,,Semiurban,N
LP000573,Male,No,,Graduate,No,3592,0,9,120,1.0,Rural,Y
LP000574,Male,Yes,1,Not Graduate,No,959,609,9,360,1.0,Semiurban,Y
LP000575,Female,Yes,0,Graduate,No,9988,1333,9,360,0.0,Urban,Y
LP000576,Female,No,0,Graduate,No,6466,0,9,360,1.0,Semiurban,Y
LP000577,Male,Yes,0,Graduate,No,2348,1152,9,300,1.0,Urban,Y
LP000578,Female,Yes,2,Graduate,Yes,1538,3478,9,360,1.0,Rural,Y
LP000579,Male,Yes,1,Graduate,No,3672,3032,9,240,1.0,Semiurban,Y
LP000580,Male,Yes,0,Graduate,No,3140,2793,9,240,,Semiurban,N
LP000581,Male,Yes,0,Graduate,No,3690,927,9,120,0.0,Semiurban,N
LP000582,Female,No,0,Graduate,No,3344,0,9,360,1.0,Semiurban,Y
LP000583,Male,No,1,Graduate,Yes,4038,0,9,360,0.0,Semiurban,N
LP000584,Male,No,2,Not Graduate,No,7103,0,9,180,1.0,Urban,Y
LP000585,Male,No,0,Graduate,No,4191,0,9,360,1.0,Rural,Y
LP000586,Male,Yes,0,Not Graduate,No,1587,235,,,1.0,Rural,Y
LP000587,Male,No,0,Graduate,Yes,6751,0,9,360,1.0,Semiurban,Y
LP000588,Male,Yes,3+,Not Graduate,No,7977,1520,9,360,1.0,Rural,Y
LP000589,Male,Yes,0,Graduate,No,19756,1072,17,360,1.0,Urban,Y
LP000590,Male,Yes,2,Not Graduate,No,1519,3763,9,360,,Semiurban,N
LP000591,Male,Yes,1,Not Graduate,No,3448,1876,9,360,1.0,Semiurban,Y
LP000592,Male,No,0,Graduate,No,854,0,9,360,1.0,Semiurban,N
LP000593,Male,No,0,Not Graduate,No,4154,0,9,360,1.0,Semiurban,Y
LP000594,Male,Yes,0,Graduate,No,2145,2835,9,360,1.0,Urban,Y
LP000595,Female,Yes,1,Graduate,No,9452,4954,9,360,1.0,Urban,Y
LP000596,Male,No,2,Graduate,No,1872,0,9,360,1.0,Semiurban,Y
LP000597,Male,Yes,1,Graduate,No,1081,559,9,360,0.0,Urban,N
LP000598,Male,Yes,0,Graduate,No,2246,1093,9,360,1.0,Semiurban,Y
LP000599,Male,Yes,0,Graduate,No,911,1016,9,360,1.0,Urban,Y
LP000600,Male,No,3+,Graduate,No,4678,0,9,180,1.0,Urban,Y
LP000601,Male,No,2,Graduate,No,863,0,9,360,1.0,Semiurban,Y
LP000602,Male,Yes,0,Not Graduate,Yes,3032,684,9,180,1.0,Semiurban,Y
LP000603,Male,Yes,3+,Graduate,Yes,856,1414,9,360,0.0,Rural,Y
LP000604,Male,No,1,Graduate,No,2459,0,9,360,1.0,Semiurban,Y
LP000605,Male,No,1,Graduate,No,7990,0,9,360,1.0,Urban,Y
LP000606,Male,Yes,2,Graduate,Yes,3701,889,9,360,1.0,Rural,Y
LP000607,Male,No,2,Graduate,No,1775,0,9,360,1.0,Semiurban,Y
LP000608,Male,Yes,1,Graduate,No,2925,1045,9,360,1.0,Urban,Y
LP000609,Male,Yes,0,Graduate,No,3013,3350,9,360,0.0,Semiurban,Y
LP000610,Male,No,0,Not Graduate,No,3958,0,9,360,1.0,Rural,Y
LP000611,Male,Yes,3+,Graduate,Yes,1312,1321,9,360,0.0,Semiurban,N
LP000612,Male,Yes,0,Graduate,No,4253,1230,9,,1.0,Urban,Y
LP000613,Male,Yes,0,Graduate,No,588,931,9,360,0.0,Urban,Y
LP000614,Male,Yes,0,Graduate,No,2042,5329,9,360,1.0,Urban,Y
